date,time,batt(v),uvi,med(mins),alt(m),temp(c),temp(f),baro(mb),humd(%),dewpoint(f),heat index(f)
170527,132803,4.0,14.8,2,3.1,45,112,1017,28,71,112
170527,132823,4.0,2.3,11,3.6,44,112,1017,29,72,112
170527,132843,4.0,14.6,2,3.1,44,112,1017,29,71,112
170527,132903,4.0,14.5,2,2.9,44,111,1017,29,72,111
170527,132923,4.0,14.5,2,3.3,44,111,1017,29,71,111
170527,132942,4.0,14.6,2,3.2,44,111,1017,30,71,111
170527,133002,4.0,14.6,2,2.9,44,111,1017,30,72,111
170527,133022,4.0,14.7,2,2.8,44,111,1017,30,73,111
170527,133042,4.0,14.7,2,3.4,43,110,1017,31,72,110
170527,133102,4.0,14.8,2,3.1,43,110,1017,31,72,110
170527,133122,4.0,14.9,2,3.3,43,110,1017,31,72,110
170527,133142,4.0,14.8,2,3.3,43,109,1017,32,71,109
170527,133202,4.0,14.7,2,2.4,42,107,1018,33,71,107
170527,133222,4.0,14.6,2,3.1,42,107,1017,33,72,107
170527,133242,4.0,14.8,2,2.8,42,108,1017,33,72,108
170527,133301,4.0,14.8,2,2.5,42,108,1018,33,73,108
170527,133321,4.0,14.8,2,2.7,42,107,1017,33,72,107
170527,133341,4.0,14.8,2,2.9,42,108,1017,33,72,108
170527,133401,4.0,14.8,2,3,42,108,1017,33,72,108
170527,133421,4.0,2.1,14,3.1,43,109,1017,32,71,109
170527,133441,4.0,14.7,2,2.9,43,109,1017,32,72,109
170527,133501,4.0,14.7,2,2.7,43,109,1017,32,72,109
170527,133521,4.0,14.7,2,2.5,43,109,1018,32,73,109
170527,133541,4.0,14.7,2,3,43,109,1017,32,73,109
170527,133601,4.0,9.5,3,2.7,43,110,1017,31,72,110
170527,133621,4.0,14.7,2,2.6,43,110,1017,31,72,110
170527,133640,4.0,14.7,2,2.8,43,110,1017,31,72,110
170527,133700,4.0,14.7,2,2.7,43,110,1017,31,72,110
170527,133720,4.0,14.7,2,3.1,43,109,1017,32,72,109
170527,133740,4.0,14.6,2,3.3,43,109,1017,32,72,109
170527,133800,4.0,14.6,2,3.4,42,108,1017,33,72,108
170527,133820,4.0,14.6,2,3,42,107,1017,33,71,107
170527,133840,4.0,14.5,2,2.5,41,107,1018,33,70,107
170527,133900,4.0,14.6,2,2.9,41,107,1017,35,72,107
170527,133920,4.0,14.6,3,2.1,42,107,1018,35,72,107
170527,133940,4.0,14.6,2,2.5,41,106,1018,35,72,106
170527,134000,4.0,14.6,2,2.6,40,105,1017,36,72,105
170527,134020,4.0,14.5,2,3,40,105,1017,36,72,105
170527,134040,4.0,14.5,2,2.8,41,105,1017,36,72,105
170527,134059,4.0,14.5,2,2.9,40,105,1017,37,72,105
170527,134119,4.0,7.7,4,3.3,41,105,1017,36,72,105
170527,134139,4.0,14.5,2,3.2,41,105,1017,37,73,105
170527,134159,4.0,14.5,2,3.3,41,105,1017,36,73,105
170527,134219,4.0,14.6,2,4,41,105,1017,36,73,105
170527,134239,4.0,14.6,2,3.7,40,105,1017,37,73,105
170527,134259,4.0,14.6,2,3.8,40,105,1017,37,73,105
170527,134319,4.0,14.6,2,3.8,41,105,1017,37,73,105
170527,134339,4.0,14.6,2,3.9,40,104,1017,37,72,104
170527,134359,4.0,14.5,2,4,40,104,1017,39,73,104
170527,134419,4.0,14.5,2,3.7,40,104,1017,38,73,104
170527,134439,4.0,14.5,2,3.7,39,103,1017,39,72,103
170527,134459,4.0,14.4,2,3.7,39,103,1017,39,73,103
170527,134519,4.0,14.4,2,3.8,39,103,1017,39,72,103
170527,134539,4.0,14.4,2,3.7,39,103,1017,39,73,103
170527,134558,4.0,14.5,2,3.9,39,102,1017,40,73,114
170527,134618,4.0,14.4,2,3.6,39,103,1017,40,74,116
170527,134638,4.0,14.4,2,3.8,39,103,1017,38,72,103
170527,134658,4.0,14.3,1,4.4,39,103,1017,39,72,103
170527,134718,4.0,14.3,1,4.2,39,103,1017,40,74,115
170527,134738,4.0,14.2,2,4.1,39,103,1017,39,72,103
170527,134758,4.0,14.3,2,4.1,39,103,1017,39,73,103
170527,134818,4.0,14.1,1,4.2,39,103,1017,40,73,103
170527,134838,4.0,14.2,1,4.2,39,102,1017,39,72,102
